Class,Image,Epsilon,Attack,Euclidean Distance,Cosine Similarity,Accuracy
9,2,0.1,DeepFool,2.285475969314575,0.749840497970581,0.0
9,3,0.1,DeepFool,2.2318477630615234,0.7959924936294556,0.0
9,4,0.1,DeepFool,1.765189290046692,0.913655161857605,0.0
9,0,0.3,DeepFool,3.1439082622528076,0.7345840930938721,0.0
9,1,0.3,DeepFool,1.971083402633667,0.7834948897361755,0.0
9,2,0.3,DeepFool,2.285475969314575,0.749840497970581,0.0
9,3,0.3,DeepFool,2.2318477630615234,0.7959924936294556,0.0
9,4,0.3,DeepFool,1.765189290046692,0.913655161857605,0.0
9,0,0.5,DeepFool,3.1439082622528076,0.7345840930938721,0.0
9,1,0.5,DeepFool,1.971083402633667,0.7834948897361755,0.0
9,2,0.5,DeepFool,2.285475969314575,0.749840497970581,0.0
9,3,0.5,DeepFool,2.2318477630615234,0.7959924936294556,0.0
9,4,0.5,DeepFool,1.765189290046692,0.913655161857605,0.0
9,0,0.7,DeepFool,3.1439082622528076,0.7345840930938721,0.0
9,1,0.7,DeepFool,1.971083402633667,0.7834948897361755,0.0
9,2,0.7,DeepFool,2.285475969314575,0.749840497970581,0.0
9,3,0.7,DeepFool,2.2318477630615234,0.7959924936294556,0.0
9,4,0.7,DeepFool,1.765189290046692,0.913655161857605,0.0
9,0,1.0,DeepFool,3.1439082622528076,0.7345840930938721,0.0
9,1,1.0,DeepFool,1.971083402633667,0.7834948897361755,0.0
9,2,1.0,DeepFool,2.285475969314575,0.749840497970581,0.0
9,3,1.0,DeepFool,2.2318477630615234,0.7959924936294556,0.0
9,4,1.0,DeepFool,1.765189290046692,0.913655161857605,0.0
4,N/A,N/A,Original,N/A,N/A,0.3333333432674408
4,0,0.001,FGSM,2.519047975540161,0.743133544921875,0.0
4,1,0.001,FGSM,1.91294264793396,0.850846529006958,0.0
4,2,0.001,FGSM,0.07856107503175735,0.9998761415481567,0.0
4,0,0.01,FGSM,2.56217360496521,0.7319797277450562,0.0
4,1,0.01,FGSM,1.935457468032837,0.8468034863471985,0.0
4,2,0.01,FGSM,0.6424559354782104,0.9914734363555908,0.0
4,0,0.05,FGSM,2.62089467048645,0.7080931663513184,0.0
4,1,0.05,FGSM,1.8677865266799927,0.8550342321395874,0.0
4,2,0.05,FGSM,1.8192315101623535,0.9492453932762146,0.0
4,0,0.1,FGSM,2.672963857650757,0.6987875699996948,0.0
4,1,0.1,FGSM,1.8161237239837646,0.8674979209899902,0.0
4,2,0.1,FGSM,2.1066670417785645,0.9218631386756897,0.0
4,0,0.3,FGSM,2.573718786239624,0.7536032199859619,0.3333333432674408
4,1,0.3,FGSM,2.5100250244140625,0.8124992847442627,0.3333333432674408
4,2,0.3,FGSM,2.3375983238220215,0.851889967918396,0.3333333432674408
4,0,0.5,FGSM,2.5309455394744873,0.7944395542144775,0.0
4,1,0.5,FGSM,2.612312078475952,0.7961608171463013,0.0
4,2,0.5,FGSM,2.5177433490753174,0.796804666519165,0.0
4,0,0.7,FGSM,2.3964812755584717,0.7962124347686768,0.3333333432674408
4,1,0.7,FGSM,2.646933078765869,0.798107385635376,0.3333333432674408
4,2,0.7,FGSM,2.714886426925659,0.7971465587615967,0.3333333432674408
4,0,1.0,FGSM,2.4323055744171143,0.8060616850852966,0.3333333432674408
4,1,1.0,FGSM,2.8251051902770996,0.7868689298629761,0.3333333432674408
4,2,1.0,FGSM,2.4895384311676025,0.7575209140777588,0.3333333432674408
4,0,0.001,PGD,2.528351306915283,0.7438838481903076,0.0
4,1,0.001,PGD,1.8597036600112915,0.8592215776443481,0.0
4,2,0.001,PGD,0.07687263190746307,0.9998757839202881,0.0
4,0,0.01,PGD,2.593029499053955,0.7327558994293213,0.0
4,1,0.01,PGD,1.9507887363433838,0.841575026512146,0.0
4,2,0.01,PGD,0.5697163343429565,0.9928011298179626,0.0
4,0,0.05,PGD,2.686915397644043,0.7057842016220093,0.0
4,1,0.05,PGD,2.166675329208374,0.8175957798957825,0.0
4,2,0.05,PGD,1.528550148010254,0.9488340616226196,0.0
4,0,0.1,PGD,2.689980983734131,0.6884120106697083,0.0
4,1,0.1,PGD,2.7956976890563965,0.6604756712913513,0.0
4,2,0.1,PGD,2.652317523956299,0.8541334271430969,0.0
4,0,0.3,PGD,3.1432876586914062,0.6405004262924194,0.0
4,1,0.3,PGD,3.3999743461608887,0.5297040939331055,0.0
4,2,0.3,PGD,3.435816764831543,0.4131243824958801,0.0
4,0,0.5,PGD,2.2414214611053467,0.8162223100662231,0.0
4,1,0.5,PGD,3.4834721088409424,0.5518323183059692,0.0
4,2,0.5,PGD,3.4039251804351807,0.4555801749229431,0.0
4,0,0.7,PGD,2.66011905670166,0.7504908442497253,0.0
4,1,0.7,PGD,3.4280378818511963,0.4958593249320984,0.0
4,2,0.7,PGD,2.8030364513397217,0.7661372423171997,0.0
4,0,1.0,PGD,2.8661623001098633,0.6361403465270996,0.0
4,1,1.0,PGD,3.076536178588867,0.5803411602973938,0.0
4,2,1.0,PGD,2.7391252517700195,0.7364388108253479,0.0
4,0,0.001,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.001,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.001,C&W,0.0006027549388818443,0.9999999403953552,0.0
4,0,0.01,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.01,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.01,C&W,0.033558618277311325,0.9999593496322632,0.0
4,0,0.05,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.05,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.05,C&W,0.14541542530059814,0.9993890523910522,0.0
4,0,0.1,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.1,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.1,C&W,0.1780538558959961,0.9992154240608215,0.0
4,0,0.3,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.3,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.3,C&W,0.9414153099060059,0.9877493381500244,0.0
4,0,0.5,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.5,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.5,C&W,1.3023542165756226,0.9779862761497498,0.0
4,0,0.7,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,0.7,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,0.7,C&W,1.5497208833694458,0.9704434275627136,0.0
4,0,1.0,C&W,2.5127038955688477,0.7457443475723267,0.0
4,1,1.0,C&W,1.8847858905792236,0.8528815507888794,0.0
4,2,1.0,C&W,1.3819780349731445,0.9742125868797302,0.0
4,0,0.001,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.001,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.001,DeepFool,0.0783214420080185,0.999875545501709,0.0
4,0,0.01,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.01,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.01,DeepFool,0.746815025806427,0.991326093673706,0.0
4,0,0.05,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.05,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.05,DeepFool,1.456856369972229,0.9676346182823181,0.0
4,0,0.1,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.1,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.1,DeepFool,1.456856369972229,0.9676346182823181,0.0
4,0,0.3,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.3,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.3,DeepFool,1.456856369972229,0.9676346182823181,0.0
4,0,0.5,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.5,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.5,DeepFool,1.456856369972229,0.9676346182823181,0.0
4,0,0.7,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,0.7,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,0.7,DeepFool,1.456856369972229,0.9676346182823181,0.0
4,0,1.0,DeepFool,2.5136706829071045,0.7453085780143738,0.0
4,1,1.0,DeepFool,1.8741368055343628,0.8550759553909302,0.0
4,2,1.0,DeepFool,1.456856369972229,0.9676346182823181,0.0
6,N/A,N/A,Original,N/A,N/A,0.5454545617103577
6,0,0.001,FGSM,3.4535763263702393,0.6836761832237244,0.27272728085517883
6,1,0.001,FGSM,2.2027037143707275,0.8896991014480591,0.27272728085517883
6,2,0.001,FGSM,2.797820568084717,0.822418212890625,0.27272728085517883
6,3,0.001,FGSM,3.9529495239257812,0.5270776748657227,0.27272728085517883
6,4,0.001,FGSM,3.221266746520996,0.731709361076355,0.27272728085517883
6,0,0.01,FGSM,3.4153640270233154,0.7011642456054688,0.27272728085517883
6,1,0.01,FGSM,2.2064223289489746,0.8877629041671753,0.27272728085517883
6,2,0.01,FGSM,2.6763973236083984,0.8373238444328308,0.27272728085517883
6,3,0.01,FGSM,3.662431478500366,0.6178377866744995,0.27272728085517883
6,4,0.01,FGSM,3.2522377967834473,0.7228125333786011,0.27272728085517883
6,0,0.05,FGSM,3.4798567295074463,0.7056671977043152,0.27272728085517883
6,1,0.05,FGSM,2.0730631351470947,0.9004844427108765,0.27272728085517883
6,2,0.05,FGSM,2.8006556034088135,0.8344107866287231,0.27272728085517883
6,3,0.05,FGSM,2.9300894737243652,0.7889913320541382,0.27272728085517883
6,4,0.05,FGSM,3.417738199234009,0.6875244975090027,0.27272728085517883
6,0,0.1,FGSM,3.5165603160858154,0.6891989707946777,0.1818181872367859
6,1,0.1,FGSM,1.9570392370224,0.9115047454833984,0.1818181872367859
6,2,0.1,FGSM,2.8175902366638184,0.801729142665863,0.1818181872367859
6,3,0.1,FGSM,2.5486643314361572,0.8416659832000732,0.1818181872367859
6,4,0.1,FGSM,3.557766914367676,0.6631579399108887,0.1818181872367859
6,0,0.3,FGSM,2.046879291534424,0.9043312668800354,0.1818181872367859
6,1,0.3,FGSM,1.9797195196151733,0.9106375575065613,0.1818181872367859
6,2,0.3,FGSM,2.404508352279663,0.8551561236381531,0.1818181872367859
6,3,0.3,FGSM,2.173628807067871,0.8857171535491943,0.1818181872367859
6,4,0.3,FGSM,3.257585287094116,0.7222909927368164,0.1818181872367859
6,0,0.5,FGSM,2.2375829219818115,0.8825801014900208,0.09090909361839294
6,1,0.5,FGSM,1.8709700107574463,0.9187382459640503,0.09090909361839294
6,2,0.5,FGSM,2.3048901557922363,0.8674987554550171,0.09090909361839294
6,3,0.5,FGSM,2.06946063041687,0.8961153626441956,0.09090909361839294
6,4,0.5,FGSM,3.2278778553009033,0.7174676656723022,0.09090909361839294
6,0,0.7,FGSM,2.4356086254119873,0.8694398403167725,0.09090909361839294
6,1,0.7,FGSM,1.78619384765625,0.9251676797866821,0.09090909361839294
6,2,0.7,FGSM,2.486417055130005,0.8525071144104004,0.09090909361839294
6,3,0.7,FGSM,2.037259578704834,0.9014813303947449,0.09090909361839294
6,4,0.7,FGSM,3.338006019592285,0.6940964460372925,0.09090909361839294
6,0,1.0,FGSM,2.5563337802886963,0.8563401699066162,0.09090909361839294
6,1,1.0,FGSM,1.8036175966262817,0.9288886189460754,0.09090909361839294
6,2,1.0,FGSM,2.4123384952545166,0.8550213575363159,0.09090909361839294
6,3,1.0,FGSM,2.016105890274048,0.9036730527877808,0.09090909361839294
6,4,1.0,FGSM,3.6350319385528564,0.6204086542129517,0.09090909361839294
6,0,0.001,PGD,3.4531373977661133,0.6839156150817871,0.27272728085517883
6,1,0.001,PGD,2.2058260440826416,0.8899174928665161,0.27272728085517883
6,2,0.001,PGD,2.8025522232055664,0.8225317001342773,0.27272728085517883
6,3,0.001,PGD,3.965900421142578,0.5220526456832886,0.27272728085517883
6,4,0.001,PGD,3.208390474319458,0.7337274551391602,0.27272728085517883
6,0,0.01,PGD,3.4194767475128174,0.7033772468566895,0.27272728085517883
6,1,0.01,PGD,2.1651415824890137,0.8908034563064575,0.27272728085517883
6,2,0.01,PGD,2.7315402030944824,0.8247700333595276,0.27272728085517883
6,3,0.01,PGD,3.6013922691345215,0.6327203512191772,0.27272728085517883
6,4,0.01,PGD,3.267885446548462,0.7224619388580322,0.27272728085517883
6,0,0.05,PGD,3.467515707015991,0.7210845351219177,0.27272728085517883
6,1,0.05,PGD,2.038165807723999,0.899511456489563,0.27272728085517883
6,2,0.05,PGD,2.883234977722168,0.8017637133598328,0.27272728085517883
6,3,0.05,PGD,2.9087753295898438,0.7784837484359741,0.27272728085517883
6,4,0.05,PGD,3.5091848373413086,0.658537745475769,0.27272728085517883
6,0,0.1,PGD,3.6434600353240967,0.6676938533782959,0.27272728085517883
6,1,0.1,PGD,2.0794003009796143,0.8956047296524048,0.27272728085517883
6,2,0.1,PGD,2.6110777854919434,0.826145350933075,0.27272728085517883
6,3,0.1,PGD,3.072089433670044,0.7498608827590942,0.27272728085517883
6,4,0.1,PGD,4.044766426086426,0.5020564794540405,0.27272728085517883
6,0,0.3,PGD,4.68634033203125,0.284277081489563,0.27272728085517883
6,1,0.3,PGD,3.3893344402313232,0.6827946305274963,0.27272728085517883
6,2,0.3,PGD,3.0102505683898926,0.7642187476158142,0.27272728085517883
6,3,0.3,PGD,2.767594337463379,0.8045363426208496,0.27272728085517883
6,4,0.3,PGD,4.07316780090332,0.5129827260971069,0.27272728085517883
6,0,0.5,PGD,4.576674938201904,0.2654639184474945,0.1818181872367859
6,1,0.5,PGD,3.787360906600952,0.5816948413848877,0.1818181872367859
6,2,0.5,PGD,3.0795400142669678,0.754342257976532,0.1818181872367859
6,3,0.5,PGD,2.976231813430786,0.7907577753067017,0.1818181872367859
6,4,0.5,PGD,4.380965709686279,0.3710075318813324,0.1818181872367859
6,0,0.7,PGD,4.574435234069824,0.23703274130821228,0.1818181872367859
6,1,0.7,PGD,3.3812196254730225,0.696223258972168,0.1818181872367859
6,2,0.7,PGD,3.752992630004883,0.5864217877388,0.1818181872367859
6,3,0.7,PGD,3.958676338195801,0.5414597392082214,0.1818181872367859
6,4,0.7,PGD,3.3767969608306885,0.6846855878829956,0.1818181872367859
6,0,1.0,PGD,3.930285930633545,0.5461111068725586,0.1818181872367859
6,1,1.0,PGD,4.3646135330200195,0.45501264929771423,0.1818181872367859
6,2,1.0,PGD,3.542114496231079,0.6478523015975952,0.1818181872367859
6,3,1.0,PGD,4.018332481384277,0.5394594669342041,0.1818181872367859
6,4,1.0,PGD,3.6983518600463867,0.6169593334197998,0.1818181872367859
6,0,0.001,C&W,3.470365047454834,0.6783633232116699,0.1818181872367859
6,1,0.001,C&W,2.187603235244751,0.8889920115470886,0.1818181872367859
6,2,0.001,C&W,2.836132526397705,0.8211337327957153,0.1818181872367859
6,3,0.001,C&W,3.950904607772827,0.5282430052757263,0.1818181872367859
6,4,0.001,C&W,3.209399700164795,0.7336500883102417,0.1818181872367859
6,0,0.01,C&W,3.471217155456543,0.6781917810440063,0.27272728085517883
6,1,0.01,C&W,2.1871416568756104,0.8900300860404968,0.27272728085517883
6,2,0.01,C&W,2.8254947662353516,0.8200274109840393,0.27272728085517883
6,3,0.01,C&W,3.9659979343414307,0.5227856636047363,0.27272728085517883
6,4,0.01,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,0.05,C&W,3.4709482192993164,0.6782628297805786,0.27272728085517883
6,1,0.05,C&W,2.1870522499084473,0.8900327086448669,0.27272728085517883
6,2,0.05,C&W,2.8563623428344727,0.81456458568573,0.27272728085517883
6,3,0.05,C&W,3.964052438735962,0.5232797265052795,0.27272728085517883
6,4,0.05,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,0.1,C&W,3.471135377883911,0.6781817674636841,0.3636363744735718
6,1,0.1,C&W,2.1870760917663574,0.8900309205055237,0.3636363744735718
6,2,0.1,C&W,2.812361001968384,0.8177046775817871,0.3636363744735718
6,3,0.1,C&W,3.9737110137939453,0.518231987953186,0.3636363744735718
6,4,0.1,C&W,3.209399700164795,0.7336500883102417,0.3636363744735718
6,0,0.3,C&W,3.4703011512756348,0.6784544587135315,0.27272728085517883
6,1,0.3,C&W,2.1871297359466553,0.8900309801101685,0.27272728085517883
6,2,0.3,C&W,2.823899745941162,0.8173888921737671,0.27272728085517883
6,3,0.3,C&W,3.4821205139160156,0.6659706830978394,0.27272728085517883
6,4,0.3,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,0.5,C&W,3.4711413383483887,0.6781818270683289,0.27272728085517883
6,1,0.5,C&W,2.1870741844177246,0.8900311589241028,0.27272728085517883
6,2,0.5,C&W,2.8156707286834717,0.8182415962219238,0.27272728085517883
6,3,0.5,C&W,3.3178529739379883,0.7065750956535339,0.27272728085517883
6,4,0.5,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,0.7,C&W,3.470008373260498,0.6785203814506531,0.27272728085517883
6,1,0.7,C&W,2.187093734741211,0.8900328874588013,0.27272728085517883
6,2,0.7,C&W,2.8235154151916504,0.8174434900283813,0.27272728085517883
6,3,0.7,C&W,3.3374266624450684,0.699420690536499,0.27272728085517883
6,4,0.7,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,1.0,C&W,3.471217155456543,0.6781917810440063,0.27272728085517883
6,1,1.0,C&W,2.1871116161346436,0.8900283575057983,0.27272728085517883
6,2,1.0,C&W,2.8155875205993652,0.8182142972946167,0.27272728085517883
6,3,1.0,C&W,3.2473576068878174,0.7199908494949341,0.27272728085517883
6,4,1.0,C&W,3.209399700164795,0.7336500883102417,0.27272728085517883
6,0,0.001,DeepFool,3.469844102859497,0.6785033941268921,0.27272728085517883
6,1,0.001,DeepFool,2.190919876098633,0.8892349600791931,0.27272728085517883
6,2,0.001,DeepFool,2.8087432384490967,0.8223468065261841,0.27272728085517883
6,3,0.001,DeepFool,4.001514434814453,0.50813227891922,0.27272728085517883
6,4,0.001,DeepFool,3.2094104290008545,0.7336477637290955,0.27272728085517883
6,0,0.01,DeepFool,3.469844102859497,0.6785033941268921,0.27272728085517883
